t,throttle,steering,x,y,v_x,v_y,U,V,roll,pitch,yaw,p,q,r
11.3,0.34145841002464294,-0.05081966891884804,22.619606018066406,2.1225032806396484,2.7174160480499268,-0.23758018016815186,2.7274890256426545,-0.039974181753933136,0.029686259686473378,0.0035516979716725045,-4.156922020150153,-0.026905857026576996,-0.015939705073833466,-2.891535997390747
11.4,0.34145841002464294,-0.04648707062005997,22.928733825683594,2.094165802001953,2.716871976852417,-0.2473328709602356,2.727853145667282,-0.03720353930082923,0.027287045942258514,0.0031213967094561156,-4.420260549470379,-0.01908697374165058,0.005246864631772041,-2.050823450088501
11.5,0.34145841002464294,-0.0420345701277256,23.168657302856445,2.071563720703125,2.7193853855133057,-0.2535437345504761,2.7309647344524777,-0.03424791161606014,0.025202234526842667,0.003674641497291687,-4.608126525018823,-0.02158605307340622,0.005370286293327808,-1.849881887435913
11.600000000000001,0.34145841002464294,-0.037473659962415695,23.468902587890625,2.0425586700439453,2.721442222595215,-0.260788232088089,2.733735359242035,-0.030810039750598595,0.022873969147322478,0.003947849331941548,-4.82806715175418,-0.021069319918751717,0.0013539365027099848,-1.9918431043624878
11.700000000000001,0.34145841002464294,-0.032816097140312195,23.709491729736328,2.01883602142334,2.7233388423919678,-0.2654983103275299,2.7361086301780495,-0.02780947918955362,0.021049768835360257,0.004077622689491115,-4.985842288969142,-0.027139728888869286,-0.0006917794235050678,-1.8829678297042847
11.8,0.34145841002464294,-0.028073899447917938,24.01275634765625,1.988541603088379,2.724608898162842,-0.2704119384288788,2.73788532417128,-0.024499307756050748,0.018260268045225743,0.003906867802030123,-5.15524538638368,-0.024404922500252724,-0.0013490127166733146,-1.2836321592330933
11.9,0.34145841002464294,-0.023259293287992477,24.256982803344727,1.9638280868530273,2.7255797386169434,-0.2732294499874115,2.7391571767669363,-0.021382349398876344,0.016227221538404352,0.0037361131751863057,-5.277316488149772,-0.02903190441429615,-0.008167474530637264,-1.070356845855713
12.0,0.34145841002464294,-0.018384696915745735,24.559027671813965,1.9330816268920898,2.7269511222839355,-0.2756267488002777,2.740790380215065,-0.017338388056140908,0.01331750309173028,0.003640490422253396,-5.4091218068867795,-0.02579186111688614,0.0025075592566281557,-1.2409805059432983
12.100000000000001,0.34145841002464294,-0.013462685979902744,24.859479904174805,1.9023752212524414,2.7294273376464844,-0.2772911489009857,2.743440475016122,-0.01408306763878947,0.010770592963271507,0.0038590564780687313,-5.506839111158598,-0.022964119911193848,0.0017374336021021008,-0.6287142634391785
12.200000000000001,0.34145841002464294,-0.00850595161318779,25.100078582763672,1.8777551651000977,2.7310757637023926,-0.27730104327201843,2.7450963599387137,-0.010801404241117307,0.008815837745530696,0.003886376955462005,-5.5722381073087215,-0.027829647064208984,0.0005525100277736783,-0.42984461784362793
12.3,0.34145841002464294,-0.003527279244735837,25.39959144592285,1.8472938537597656,2.7337234020233154,-0.27618536353111267,2.747631254968637,-0.006669371650786737,0.0058763765321827805,0.00398883057435202,-5.6298865089336925,-0.026876753196120262,0.002087096683681011,-0.5739347338676453
12.4,0.34145841002464294,0.0014604903990402818,25.641282081604004,1.8229045867919922,2.7346949577331543,-0.2741405665874481,2.748399193936357,-0.003381252728060613,0.003707670531280284,0.0037907551530706393,-5.654024668755666,-0.03018840402364731,-0.0009673211025074124,-0.35714223980903625
12.5,0.34145841002464294,0.006444493308663368,25.94668483734131,1.7925424575805664,2.735952377319336,-0.2706000506877899,2.749301667581552,0.0003728603767401695,0.0005934551440055595,0.003483396304457455,-5.656253299605143,-0.025226470082998276,-0.00722257886081934,0.2622930109500885
12.600000000000001,0.34145841002464294,0.011411874555051327,26.249969482421875,1.762883186340332,2.7378649711608887,-0.26612207293510437,2.7507647559407213,0.004337682269787424,-0.002014160169037552,0.0033672831693170205,-5.64209250361896,-0.02507123164832592,0.0006207331898622215,0.07527077198028564
12.700000000000001,0.34145841002464294,0.016349824145436287,26.490388870239258,1.7398262023925781,2.7399258613586426,-0.26144939661026,2.7523610021626217,0.007643723185446816,-0.003936766683609206,0.0034833959907986105,-5.609896706170966,-0.028385113924741745,0.003004162572324276,0.27968254685401917
12.8,0.34145841002464294,0.021245604380965233,26.792682647705078,1.7116327285766602,2.742234706878662,-0.25456106662750244,2.75400185738435,0.011238050363947094,-0.006866454473228453,0.003524378042317596,-5.537357010453811,-0.02651047892868519,-0.0004233364015817642,0.932791531085968
12.9,0.34145841002464294,0.026086587458848953,27.033453941345215,1.6898021697998047,2.7440242767333984,-0.24799184501171112,2.75516925774782,0.014544677923203797,-0.00891113177188136,0.0035107170661870324,-5.466555115565669,-0.02772204764187336,0.00014001221279613674,1.0896166563034058
13.0,0.34145841002464294,0.03086029179394245,27.33450698852539,1.6634941101074219,2.746701955795288,-0.2387712448835373,2.7569975589813978,0.018649426894871424,-0.011871339132926121,0.003544867929674299,-5.355807240564049,-0.02643616311252117,0.0004226739110890776,0.9592878222465515
13.100000000000001,0.34145841002464294,0.03555440157651901,27.646244049072266,1.6374664306640625,2.7463574409484863,-0.22841332852840424,2.7557541096328593,0.021705514141600324,-0.014373778893940483,0.0028140378979449516,-5.205599589053693,-0.023682979866862297,-0.016303129494190216,1.8430923223495483
13.200000000000001,0.34145841002464294,0.040156811475753784,27.884538650512695,1.6184453964233398,2.7491726875305176,-0.2192756086587906,2.757790468179907,0.024979832515502454,-0.016235351224753083,0.0030735851364195746,-5.079256618581968,-0.027925102040171623,0.0020014981273561716,1.729848027229309
13.3,0.34145841002464294,0.04465565085411072,28.18583393096924,1.595686912536621,2.7520415782928467,-0.20691174268722534,2.759657555447568,0.028904923033958946,-0.0189514136377976,0.003271660561557158,-4.899782843287927,-0.0235659871250391,0.0022623275872319937,1.5701638460159302
13.4,0.34145841002464294,0.049039315432310104,28.488525390625,1.5743122100830078,2.7541182041168213,-0.19384844601154327,2.7607474149441966,0.031906318303605324,-0.021270751773149327,0.0032375095184519727,-4.688265598899472,-0.020998600870370865,-0.0017409835709258914,2.172494411468506
